Date&Time,TIKER,PER,OPEN,HIGH,LOW,CLOSE,VOLUME
2016-01-13 18:00:00,SPFB.GAZP,60,13480.0,13496.0,13429.0,13462.0,16525
2016-01-13 19:00:00,SPFB.GAZP,60,13459.0,13479.0,13339.0,13364.0,20266
2016-01-13 20:00:00,SPFB.GAZP,60,13393.0,13428.0,13342.0,13399.0,6542
2016-01-13 21:00:00,SPFB.GAZP,60,13400.0,13414.0,13392.0,13395.0,3301
2016-01-13 22:00:00,SPFB.GAZP,60,13394.0,13400.0,13331.0,13340.0,4599
2016-01-13 23:00:00,SPFB.GAZP,60,13340.0,13351.0,13301.0,13330.0,4123
2016-01-14 00:00:00,SPFB.GAZP,60,13330.0,13360.0,13310.0,13320.0,5460
2016-01-14 11:00:00,SPFB.GAZP,60,13338.0,13404.0,13307.0,13376.0,27559
2016-01-14 12:00:00,SPFB.GAZP,60,13378.0,13378.0,13289.0,13321.0,20234
2016-01-14 13:00:00,SPFB.GAZP,60,13325.0,13330.0,13273.0,13289.0,13220
2016-01-14 14:00:00,SPFB.GAZP,60,13289.0,13293.0,13264.0,13287.0,6656
2016-01-14 15:00:00,SPFB.GAZP,60,13287.0,13290.0,13221.0,13248.0,14123
2016-01-14 16:00:00,SPFB.GAZP,60,13249.0,13298.0,13223.0,13259.0,16339
2016-01-14 17:00:00,SPFB.GAZP,60,13259.0,13283.0,13225.0,13251.0,14100
2016-01-14 18:00:00,SPFB.GAZP,60,13255.0,13279.0,13167.0,13189.0,20325
2016-01-14 19:00:00,SPFB.GAZP,60,13189.0,13380.0,13151.0,13375.0,27918
2016-01-14 20:00:00,SPFB.GAZP,60,13344.0,13387.0,13300.0,13338.0,8425
2016-01-14 21:00:00,SPFB.GAZP,60,13339.0,13365.0,13296.0,13341.0,3058
2016-01-14 22:00:00,SPFB.GAZP,60,13341.0,13408.0,13340.0,13385.0,4510
2016-01-14 23:00:00,SPFB.GAZP,60,13390.0,13392.0,13366.0,13391.0,2168
2016-01-15 00:00:00,SPFB.GAZP,60,13390.0,13410.0,13378.0,13386.0,2929
2016-01-15 11:00:00,SPFB.GAZP,60,13385.0,13441.0,13260.0,13437.0,28903
2016-01-15 12:00:00,SPFB.GAZP,60,13437.0,13489.0,13180.0,13213.0,56392
2016-01-15 13:00:00,SPFB.GAZP,60,13211.0,13300.0,13182.0,13249.0,18156
2016-01-15 14:00:00,SPFB.GAZP,60,13245.0,13251.0,12942.0,12949.0,50055
2016-01-15 15:00:00,SPFB.GAZP,60,12950.0,12970.0,12767.0,12836.0,40877
2016-01-15 16:00:00,SPFB.GAZP,60,12837.0,12885.0,12745.0,12806.0,21467
2016-01-15 17:00:00,SPFB.GAZP,60,12803.0,12811.0,12734.0,12793.0,16002
2016-01-15 18:00:00,SPFB.GAZP,60,12794.0,12883.0,12756.0,12826.0,24786
2016-01-15 19:00:00,SPFB.GAZP,60,12826.0,12847.0,12767.0,12775.0,11440
2016-01-15 20:00:00,SPFB.GAZP,60,12792.0,12792.0,12741.0,12741.0,11434
2016-01-15 21:00:00,SPFB.GAZP,60,12741.0,12746.0,12641.0,12695.0,5366
2016-01-15 22:00:00,SPFB.GAZP,60,12698.0,12744.0,12671.0,12741.0,2638
2016-01-15 23:00:00,SPFB.GAZP,60,12740.0,12750.0,12693.0,12741.0,5079
2016-01-16 00:00:00,SPFB.GAZP,60,12744.0,12769.0,12726.0,12756.0,2603
2016-01-18 11:00:00,SPFB.GAZP,60,12726.0,12726.0,12510.0,12673.0,54770
2016-01-18 12:00:00,SPFB.GAZP,60,12676.0,12857.0,12675.0,12741.0,42130
2016-01-18 13:00:00,SPFB.GAZP,60,12740.0,12766.0,12586.0,12685.0,26174
2016-01-18 14:00:00,SPFB.GAZP,60,12686.0,12780.0,12591.0,12749.0,22721
2016-01-18 15:00:00,SPFB.GAZP,60,12746.0,12834.0,12693.0,12791.0,19671
2016-01-18 16:00:00,SPFB.GAZP,60,12789.0,12813.0,12662.0,12694.0,15050
2016-01-18 17:00:00,SPFB.GAZP,60,12693.0,12758.0,12670.0,12670.0,17245
2016-01-18 18:00:00,SPFB.GAZP,60,12670.0,12719.0,12639.0,12700.0,16733
2016-01-18 19:00:00,SPFB.GAZP,60,12700.0,12738.0,12688.0,12707.0,9079
2016-01-18 20:00:00,SPFB.GAZP,60,12701.0,12713.0,12668.0,12699.0,1436
2016-01-18 21:00:00,SPFB.GAZP,60,12698.0,12718.0,12689.0,12710.0,1338
2016-01-18 22:00:00,SPFB.GAZP,60,12711.0,12725.0,12701.0,12706.0,787
2016-01-18 23:00:00,SPFB.GAZP,60,12711.0,12728.0,12701.0,12716.0,629
2016-01-19 00:00:00,SPFB.GAZP,60,12715.0,12750.0,12715.0,12721.0,795
2016-01-19 11:00:00,SPFB.GAZP,60,12741.0,13003.0,12741.0,12994.0,38142
2016-01-19 12:00:00,SPFB.GAZP,60,12996.0,13020.0,12892.0,12938.0,21983
2016-01-19 13:00:00,SPFB.GAZP,60,12937.0,12993.0,12911.0,12985.0,10894
2016-01-19 14:00:00,SPFB.GAZP,60,12987.0,13079.0,12963.0,13026.0,23490
2016-01-19 15:00:00,SPFB.GAZP,60,13028.0,13078.0,13026.0,13061.0,8514
2016-01-19 16:00:00,SPFB.GAZP,60,13061.0,13063.0,12983.0,12998.0,13166
2016-01-19 17:00:00,SPFB.GAZP,60,12998.0,13017.0,12960.0,12986.0,8455
2016-01-19 18:00:00,SPFB.GAZP,60,12991.0,12991.0,12753.0,12806.0,41819
2016-01-19 19:00:00,SPFB.GAZP,60,12808.0,12872.0,12767.0,12825.0,20354
2016-01-19 20:00:00,SPFB.GAZP,60,12816.0,12884.0,12801.0,12865.0,6974
2016-01-19 21:00:00,SPFB.GAZP,60,12865.0,12882.0,12826.0,12832.0,2219
2016-01-19 22:00:00,SPFB.GAZP,60,12837.0,12847.0,12803.0,12816.0,1025
2016-01-19 23:00:00,SPFB.GAZP,60,12811.0,12819.0,12746.0,12749.0,5549
2016-01-20 00:00:00,SPFB.GAZP,60,12747.0,12819.0,12745.0,12819.0,3192
2016-01-20 11:00:00,SPFB.GAZP,60,12788.0,12788.0,12581.0,12603.0,30237
2016-01-20 12:00:00,SPFB.GAZP,60,12602.0,12630.0,12500.0,12578.0,42801
2016-01-20 13:00:00,SPFB.GAZP,60,12577.0,12659.0,12571.0,12643.0,19822
2016-01-20 14:00:00,SPFB.GAZP,60,12644.0,12696.0,12625.0,12650.0,16020
2016-01-20 15:00:00,SPFB.GAZP,60,12647.0,12681.0,12618.0,12653.0,12411
2016-01-20 16:00:00,SPFB.GAZP,60,12653.0,12753.0,12620.0,12725.0,19896
2016-01-20 17:00:00,SPFB.GAZP,60,12729.0,12745.0,12659.0,12707.0,15305
2016-01-20 18:00:00,SPFB.GAZP,60,12707.0,12735.0,12660.0,12695.0,15563
2016-01-20 19:00:00,SPFB.GAZP,60,12695.0,12828.0,12683.0,12813.0,23913
2016-01-20 20:00:00,SPFB.GAZP,60,12774.0,12868.0,12770.0,12812.0,10375
2016-01-20 21:00:00,SPFB.GAZP,60,12806.0,12818.0,12760.0,12792.0,6232
2016-01-20 22:00:00,SPFB.GAZP,60,12794.0,12867.0,12783.0,12857.0,2965
2016-01-20 23:00:00,SPFB.GAZP,60,12856.0,12904.0,12837.0,12884.0,4443
2016-01-21 00:00:00,SPFB.GAZP,60,12883.0,12962.0,12867.0,12949.0,4811
2016-01-21 11:00:00,SPFB.GAZP,60,12942.0,12942.0,12775.0,12869.0,44444
2016-01-21 12:00:00,SPFB.GAZP,60,12867.0,12984.0,12836.0,12917.0,34609
2016-01-21 13:00:00,SPFB.GAZP,60,12914.0,12968.0,12861.0,12933.0,31957
2016-01-21 14:00:00,SPFB.GAZP,60,12933.0,12946.0,12877.0,12898.0,13054
2016-01-21 15:00:00,SPFB.GAZP,60,12903.0,12917.0,12851.0,12865.0,12926
2016-01-21 16:00:00,SPFB.GAZP,60,12862.0,12904.0,12838.0,12894.0,11183
2016-01-21 17:00:00,SPFB.GAZP,60,12896.0,12950.0,12871.0,12935.0,15949
2016-01-21 18:00:00,SPFB.GAZP,60,12936.0,12973.0,12914.0,12933.0,15216
2016-01-21 19:00:00,SPFB.GAZP,60,12935.0,13066.0,12933.0,13058.0,20654
2016-01-21 20:00:00,SPFB.GAZP,60,13025.0,13158.0,12972.0,13149.0,11476
2016-01-21 21:00:00,SPFB.GAZP,60,13148.0,13157.0,13111.0,13140.0,3479
2016-01-21 22:00:00,SPFB.GAZP,60,13140.0,13155.0,13110.0,13128.0,3179
2016-01-21 23:00:00,SPFB.GAZP,60,13124.0,13149.0,13091.0,13109.0,3700
2016-01-22 00:00:00,SPFB.GAZP,60,13114.0,13129.0,13091.0,13098.0,3075
2016-01-22 11:00:00,SPFB.GAZP,60,13128.0,13296.0,13128.0,13202.0,42377
2016-01-22 12:00:00,SPFB.GAZP,60,13203.0,13259.0,13169.0,13215.0,27962
2016-01-22 13:00:00,SPFB.GAZP,60,13213.0,13221.0,13045.0,13065.0,24590
2016-01-22 14:00:00,SPFB.GAZP,60,13067.0,13138.0,13065.0,13123.0,12456
2016-01-22 15:00:00,SPFB.GAZP,60,13123.0,13338.0,13119.0,13330.0,37790
2016-01-22 16:00:00,SPFB.GAZP,60,13332.0,13450.0,13317.0,13373.0,41029
2016-01-22 17:00:00,SPFB.GAZP,60,13376.0,13421.0,13335.0,13408.0,20455
2016-01-22 18:00:00,SPFB.GAZP,60,13404.0,13494.0,13376.0,13494.0,31312
2016-01-22 19:00:00,SPFB.GAZP,60,13494.0,13505.0,13410.0,13428.0,33986
2016-01-22 20:00:00,SPFB.GAZP,60,13402.0,13428.0,13330.0,13375.0,6312
2016-01-22 21:00:00,SPFB.GAZP,60,13370.0,13395.0,13356.0,13380.0,1153
2016-01-22 22:00:00,SPFB.GAZP,60,13380.0,13413.0,13378.0,13410.0,2229
2016-01-22 23:00:00,SPFB.GAZP,60,13410.0,13422.0,13364.0,13372.0,2679
2016-01-23 00:00:00,SPFB.GAZP,60,13376.0,13384.0,13350.0,13384.0,2466
2016-01-25 11:00:00,SPFB.GAZP,60,13385.0,13505.0,13320.0,13340.0,35995
2016-01-25 12:00:00,SPFB.GAZP,60,13342.0,13398.0,13268.0,13321.0,34023
2016-01-25 13:00:00,SPFB.GAZP,60,13326.0,13359.0,13269.0,13318.0,21913
2016-01-25 14:00:00,SPFB.GAZP,60,13320.0,13407.0,13312.0,13379.0,17026
2016-01-25 15:00:00,SPFB.GAZP,60,13383.0,13417.0,13339.0,13365.0,9736
2016-01-25 16:00:00,SPFB.GAZP,60,13365.0,13490.0,13347.0,13452.0,19207
2016-01-25 17:00:00,SPFB.GAZP,60,13451.0,13477.0,13358.0,13377.0,18537
2016-01-25 18:00:00,SPFB.GAZP,60,13383.0,13462.0,13378.0,13446.0,19303
2016-01-25 19:00:00,SPFB.GAZP,60,13440.0,13503.0,13430.0,13483.0,16030
2016-01-25 20:00:00,SPFB.GAZP,60,13480.0,13502.0,13408.0,13443.0,4500
2016-01-25 21:00:00,SPFB.GAZP,60,13444.0,13470.0,13439.0,13451.0,1575
2016-01-25 22:00:00,SPFB.GAZP,60,13452.0,13477.0,13421.0,13421.0,1557
2016-01-25 23:00:00,SPFB.GAZP,60,13422.0,13465.0,13422.0,13455.0,1576
2016-01-26 00:00:00,SPFB.GAZP,60,13455.0,13455.0,13381.0,13381.0,3849
2016-01-26 11:00:00,SPFB.GAZP,60,13380.0,13420.0,13242.0,13332.0,38317
2016-01-26 12:00:00,SPFB.GAZP,60,13331.0,13399.0,13330.0,13379.0,19386
2016-01-26 13:00:00,SPFB.GAZP,60,13380.0,13415.0,13342.0,13352.0,16904
2016-01-26 14:00:00,SPFB.GAZP,60,13352.0,13415.0,13349.0,13395.0,13601
2016-01-26 15:00:00,SPFB.GAZP,60,13395.0,13402.0,13363.0,13388.0,8391
2016-01-26 16:00:00,SPFB.GAZP,60,13388.0,13410.0,13354.0,13387.0,9108
2016-01-26 17:00:00,SPFB.GAZP,60,13384.0,13395.0,13360.0,13382.0,8103
2016-01-26 18:00:00,SPFB.GAZP,60,13381.0,13447.0,13372.0,13412.0,16741
2016-01-26 19:00:00,SPFB.GAZP,60,13412.0,13432.0,13363.0,13403.0,13691
2016-01-26 20:00:00,SPFB.GAZP,60,13375.0,13479.0,13375.0,13476.0,5239
2016-01-26 21:00:00,SPFB.GAZP,60,13476.0,13491.0,13450.0,13476.0,4135
2016-01-26 22:00:00,SPFB.GAZP,60,13476.0,13489.0,13468.0,13472.0,1422
2016-01-26 23:00:00,SPFB.GAZP,60,13473.0,13493.0,13463.0,13484.0,2486
2016-01-27 00:00:00,SPFB.GAZP,60,13484.0,13484.0,13436.0,13436.0,3658
2016-01-27 11:00:00,SPFB.GAZP,60,13436.0,13441.0,13391.0,13429.0,10513
2016-01-27 12:00:00,SPFB.GAZP,60,13426.0,13479.0,13377.0,13474.0,20315
2016-01-27 13:00:00,SPFB.GAZP,60,13471.0,13498.0,13382.0,13391.0,23616
2016-01-27 14:00:00,SPFB.GAZP,60,13393.0,13497.0,13382.0,13484.0,14408
2016-01-27 15:00:00,SPFB.GAZP,60,13484.0,13555.0,13478.0,13527.0,22912
2016-01-27 16:00:00,SPFB.GAZP,60,13528.0,13539.0,13471.0,13520.0,18885
2016-01-27 17:00:00,SPFB.GAZP,60,13523.0,13543.0,13486.0,13525.0,13099
2016-01-27 18:00:00,SPFB.GAZP,60,13525.0,13600.0,13503.0,13577.0,17263
2016-01-27 19:00:00,SPFB.GAZP,60,13573.0,13619.0,13533.0,13576.0,23612
2016-01-27 20:00:00,SPFB.GAZP,60,13575.0,13670.0,13554.0,13670.0,11269
2016-01-27 21:00:00,SPFB.GAZP,60,13670.0,13698.0,13642.0,13645.0,5277
2016-01-27 22:00:00,SPFB.GAZP,60,13644.0,13665.0,13617.0,13665.0,4796
2016-01-27 23:00:00,SPFB.GAZP,60,13665.0,13679.0,13595.0,13605.0,6880
2016-01-28 00:00:00,SPFB.GAZP,60,13605.0,13612.0,13518.0,13569.0,7964
2016-01-28 11:00:00,SPFB.GAZP,60,13558.0,13676.0,13503.0,13656.0,25446
2016-01-28 12:00:00,SPFB.GAZP,60,13656.0,13670.0,13571.0,13638.0,20828
2016-01-28 13:00:00,SPFB.GAZP,60,13638.0,13672.0,13590.0,13632.0,15409
2016-01-28 14:00:00,SPFB.GAZP,60,13632.0,13676.0,13609.0,13663.0,13630
2016-01-28 15:00:00,SPFB.GAZP,60,13663.0,13699.0,13567.0,13620.0,24354
2016-01-28 16:00:00,SPFB.GAZP,60,13625.0,13654.0,13609.0,13638.0,10590
2016-01-28 17:00:00,SPFB.GAZP,60,13637.0,13674.0,13594.0,13671.0,9793
2016-01-28 18:00:00,SPFB.GAZP,60,13671.0,13739.0,13616.0,13730.0,39917
2016-01-28 19:00:00,SPFB.GAZP,60,13729.0,13778.0,13710.0,13762.0,23620
2016-01-28 20:00:00,SPFB.GAZP,60,13778.0,13830.0,13738.0,13762.0,8567
2016-01-28 21:00:00,SPFB.GAZP,60,13762.0,13820.0,13762.0,13797.0,4798
2016-01-28 22:00:00,SPFB.GAZP,60,13799.0,13820.0,13786.0,13814.0,1609
2016-01-28 23:00:00,SPFB.GAZP,60,13808.0,13820.0,13794.0,13819.0,1436
2016-01-29 00:00:00,SPFB.GAZP,60,13819.0,13848.0,13801.0,13817.0,3882
2016-01-29 11:00:00,SPFB.GAZP,60,13820.0,13905.0,13805.0,13823.0,35571
2016-01-29 12:00:00,SPFB.GAZP,60,13823.0,13890.0,13796.0,13854.0,17516
2016-01-29 13:00:00,SPFB.GAZP,60,13856.0,13890.0,13600.0,13608.0,38312
2016-01-29 14:00:00,SPFB.GAZP,60,13610.0,13653.0,13517.0,13550.0,35631
2016-01-29 15:00:00,SPFB.GAZP,60,13555.0,13597.0,13533.0,13584.0,16645
2016-01-29 16:00:00,SPFB.GAZP,60,13585.0,13646.0,13554.0,13620.0,14190
2016-01-29 17:00:00,SPFB.GAZP,60,13615.0,13650.0,13605.0,13636.0,7852
2016-01-29 18:00:00,SPFB.GAZP,60,13636.0,13775.0,13605.0,13774.0,23002
2016-01-29 19:00:00,SPFB.GAZP,60,13776.0,13855.0,13751.0,13850.0,30399
2016-01-29 20:00:00,SPFB.GAZP,60,13810.0,13816.0,13753.0,13773.0,7593
2016-01-29 21:00:00,SPFB.GAZP,60,13774.0,13839.0,13769.0,13833.0,2080
2016-01-29 22:00:00,SPFB.GAZP,60,13828.0,13849.0,13820.0,13838.0,2412
2016-01-29 23:00:00,SPFB.GAZP,60,13837.0,13842.0,13818.0,13828.0,973
2016-01-30 00:00:00,SPFB.GAZP,60,13827.0,13847.0,13814.0,13842.0,2235
2016-02-01 11:00:00,SPFB.GAZP,60,13829.0,13829.0,13631.0,13646.0,28617
2016-02-01 12:00:00,SPFB.GAZP,60,13645.0,13708.0,13535.0,13679.0,41916
2016-02-01 13:00:00,SPFB.GAZP,60,13676.0,13704.0,13621.0,13650.0,15399
2016-02-01 14:00:00,SPFB.GAZP,60,13650.0,13669.0,13601.0,13609.0,8821
2016-02-01 15:00:00,SPFB.GAZP,60,13607.0,13607.0,13481.0,13489.0,30810
2016-02-01 16:00:00,SPFB.GAZP,60,13487.0,13536.0,13460.0,13516.0,17312
2016-02-01 17:00:00,SPFB.GAZP,60,13512.0,13535.0,13467.0,13508.0,11254
2016-02-01 18:00:00,SPFB.GAZP,60,13505.0,13522.0,13479.0,13505.0,9722
2016-02-01 19:00:00,SPFB.GAZP,60,13506.0,13594.0,13491.0,13565.0,14897
2016-02-01 20:00:00,SPFB.GAZP,60,13584.0,13613.0,13529.0,13607.0,5208
2016-02-01 21:00:00,SPFB.GAZP,60,13612.0,13613.0,13520.0,13528.0,3731
2016-02-01 22:00:00,SPFB.GAZP,60,13524.0,13558.0,13513.0,13557.0,4347
2016-02-01 23:00:00,SPFB.GAZP,60,13552.0,13557.0,13537.0,13548.0,1253
2016-02-02 00:00:00,SPFB.GAZP,60,13548.0,13554.0,13520.0,13531.0,2716
2016-02-02 11:00:00,SPFB.GAZP,60,13520.0,13624.0,13476.0,13606.0,24032
2016-02-02 12:00:00,SPFB.GAZP,60,13606.0,13706.0,13605.0,13623.0,31595
2016-02-02 13:00:00,SPFB.GAZP,60,13623.0,13686.0,13600.0,13671.0,22764
2016-02-02 14:00:00,SPFB.GAZP,60,13673.0,13686.0,13600.0,13622.0,12775
2016-02-02 15:00:00,SPFB.GAZP,60,13625.0,13625.0,13413.0,13419.0,38674
2016-02-02 16:00:00,SPFB.GAZP,60,13419.0,13482.0,13392.0,13477.0,16134
2016-02-02 17:00:00,SPFB.GAZP,60,13476.0,13510.0,13395.0,13419.0,11829
2016-02-02 18:00:00,SPFB.GAZP,60,13415.0,13460.0,13409.0,13413.0,12616
2016-02-02 19:00:00,SPFB.GAZP,60,13412.0,13431.0,13382.0,13411.0,11591
2016-02-02 20:00:00,SPFB.GAZP,60,13402.0,13438.0,13362.0,13375.0,5767
2016-02-02 21:00:00,SPFB.GAZP,60,13376.0,13397.0,13353.0,13367.0,1662
2016-02-02 22:00:00,SPFB.GAZP,60,13367.0,13372.0,13331.0,13331.0,2353
2016-02-02 23:00:00,SPFB.GAZP,60,13336.0,13348.0,13303.0,13315.0,2388
2016-02-03 00:00:00,SPFB.GAZP,60,13312.0,13337.0,13303.0,13304.0,945
2016-02-03 11:00:00,SPFB.GAZP,60,13320.0,13454.0,13320.0,13390.0,17316
2016-02-03 12:00:00,SPFB.GAZP,60,13391.0,13447.0,13376.0,13395.0,14802
2016-02-03 13:00:00,SPFB.GAZP,60,13395.0,13415.0,13360.0,13379.0,9391
2016-02-03 14:00:00,SPFB.GAZP,60,13382.0,13419.0,13369.0,13371.0,8119
2016-02-03 15:00:00,SPFB.GAZP,60,13370.0,13402.0,13364.0,13388.0,7618
2016-02-03 16:00:00,SPFB.GAZP,60,13384.0,13485.0,13383.0,13440.0,17309
2016-02-03 17:00:00,SPFB.GAZP,60,13442.0,13444.0,13377.0,13431.0,11147
2016-02-03 18:00:00,SPFB.GAZP,60,13432.0,13470.0,13360.0,13381.0,17839
2016-02-03 19:00:00,SPFB.GAZP,60,13378.0,13381.0,13264.0,13345.0,35336
2016-02-03 20:00:00,SPFB.GAZP,60,13348.0,13506.0,13348.0,13493.0,11023
